original_index,name,zone,rating,votes,cuisine,price_range,price_symbol,maps_url,lat,lon,geocode_query_used
0,Zum alten Nussbaum,Spittelau,4.8,355 votes,austrian,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=Zum+alten+Nussbaum%2C+Spittelau%2C+Vienna,48.2355915,16.358076,"Spittelau, Vienna, Austria"
1,Steirereck,Stadtpark,5,7718 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=1.+Steirereck%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
2,Restaurant Amador,Heiligenstadt,5,683 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=2.+Restaurant+Amador%2C+Heiligenstadt%2C+Vienna,48.2539176,16.3585918,"Restaurant Amador, Heiligenstadt, Vienna, Austria"
3,Vestibül Restaurant im Burgtheater,Herrengasse,5,1062 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=3.+Vestib%C3%BCl+Restaurant+im+Burgtheater%2C+Herrengasse%2C+Vienna,48.209398,16.3656353,"Herrengasse, Vienna, Austria"
4,Mochi,Schwedenplatz,5,3857 votes,sushi,€5 - €23,€€€,https://www.google.com/maps/search/?api=1&query=4.+Mochi%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
5,Skopik & Lohn,Taborstraße,5,2654 votes,austrian,€9 - €22,€€,https://www.google.com/maps/search/?api=1&query=5.+Skopik+%26+Lohn%2C+Taborstra%C3%9Fe%2C+Vienna,48.2192624,16.3815518,"Taborstraße, Vienna, Austria"
6,Silvio Nickol,Stubentor,5,840 votes,austrian,,€€€€,https://www.google.com/maps/search/?api=1&query=6.+Silvio+Nickol%2C+Stubentor%2C+Vienna,48.2069483,16.3792758,"Stubentor, Vienna, Austria"
7,Apron,Stadtpark,5,897 votes,austrian,,€€€€,https://www.google.com/maps/search/?api=1&query=7.+Apron%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
8,Z‘Som Restaurant,Taubstummengasse,5,410 votes,restaurant,,€€€,https://www.google.com/maps/search/?api=1&query=8.+Z%E2%80%98Som+Restaurant%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
9,Mraz & Sohn,Jägerstraße,5,1760 votes,austrian,,€€€€,https://www.google.com/maps/search/?api=1&query=9.+Mraz+%26+Sohn%2C+J%C3%A4gerstra%C3%9Fe%2C+Vienna,48.235224,16.3687097,"Jägerstraße, Vienna, Austria"
10,Restaurant EDVARD,Schottenring,5,832 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=11.+Restaurant+EDVARD%2C+Schottenring%2C+Vienna,48.2165452,16.3719681,"Schottenring, Vienna, Austria"
11,Edlingers Tempel,Nestroyplatz,5,481 votes,restaurant,€9 - €22,€€,https://www.google.com/maps/search/?api=1&query=12.+Edlingers+Tempel%2C+Nestroyplatz%2C+Vienna,48.2153104,16.3855453,"Nestroyplatz, Vienna, Austria"
12,EL GAUCHO,Schwedenplatz,5,3076 votes,restaurant,€21 - €40,€€€,https://www.google.com/maps/search/?api=1&query=13.+EL+GAUCHO%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
13,Restaurant Rote Bar,Karlsplatz,5,1578 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=14.+Restaurant+Rote+Bar%2C+Karlsplatz%2C+Vienna,48.2016089,16.369139,"Karlsplatz, Vienna, Austria"
14,Restaurant Duchardt,Schwedenplatz,5,375 votes,restaurant,,€€€,https://www.google.com/maps/search/?api=1&query=15.+Restaurant+Duchardt%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
15,Zum Schwarzen Kameel,Herrengasse,5,11660 votes,restaurant,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=16.+Zum+Schwarzen+Kameel%2C+Herrengasse%2C+Vienna,48.209398,16.3656353,"Herrengasse, Vienna, Austria"
16,Glasswing Restaurant,Karlsplatz,5,136 votes,restaurant,€18 - €140,€€€€,https://www.google.com/maps/search/?api=1&query=18.+Glasswing+Restaurant%2C+Karlsplatz%2C+Vienna,48.2016089,16.369139,"Karlsplatz, Vienna, Austria"
17,LOLA - Spanisches Restaurant,Schottenring,5,2128 votes,spanish,€20 - €40,€€,https://www.google.com/maps/search/?api=1&query=19.+LOLA+-+Spanisches+Restaurant%2C+Schottenring%2C+Vienna,48.2165452,16.3719681,"Schottenring, Vienna, Austria"
18,DiningRuhm,Taubstummengasse,5,1702 votes,sushi,,€€,https://www.google.com/maps/search/?api=1&query=20.+DiningRuhm%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
19,Ariston Hellenic,Michelbeuern-AKH,5,2383 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=21.+Ariston+Hellenic%2C+Michelbeuern-AKH%2C+Vienna,48.2211652,16.3441586,"Michelbeuern-AKH, Vienna, Austria"
20,Restaurant Schnattl,Rathaus,5,296 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=22.+Restaurant+Schnattl%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
21,Gasthaus Woracziczky,Pilgramgasse,5,1381 votes,austrian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=23.+Gasthaus+Woracziczky%2C+Pilgramgasse%2C+Vienna,48.1921283,16.3542814,"Pilgramgasse, Vienna, Austria"
22,Hausbar,Karlsplatz,5,195 votes,vegetarian,,€€€€,https://www.google.com/maps/search/?api=1&query=24.+Hausbar%2C+Karlsplatz%2C+Vienna,48.2016089,16.369139,"Karlsplatz, Vienna, Austria"
23,Loca,Stubentor,5,2224 votes,international,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=25.+Loca%2C+Stubentor%2C+Vienna,48.2069483,16.3792758,"Stubentor, Vienna, Austria"
24,Marcodi,Josefstädter Straße,5,533 votes,italian,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=26.+Marcodi%2C+Josefst%C3%A4dter+Stra%C3%9Fe%2C+Vienna,48.2114659,16.3391653,"Josefstädter Straße, Vienna, Austria"
25,Pramerl and the Wolf,Roßauer Lände,5,472 votes,restaurant,,€€€,https://www.google.com/maps/search/?api=1&query=27.+Pramerl+and+the+Wolf%2C+Ro%C3%9Fauer+L%C3%A4nde%2C+Vienna,48.2223375,16.3675722,"Roßauer Lände, Vienna, Austria"
26,SIXTA,Kettenbrückengasse,5,5688 votes,austrian,€20 - €40,€€,https://www.google.com/maps/search/?api=1&query=28.+SIXTA%2C+Kettenbr%C3%BCckengasse%2C+Vienna,48.1966328,16.358092,"Kettenbrückengasse, Vienna, Austria"
27,Liebsteinsky,Stadtpark,5,1290 votes,restaurant,€3 - €28,€€,https://www.google.com/maps/search/?api=1&query=29.+Liebsteinsky%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
28,Reznicek,Friedensbrücke,5,784 votes,austrian,€21 - €40,€€,https://www.google.com/maps/search/?api=1&query=30.+Reznicek%2C+Friedensbr%C3%BCcke%2C+Vienna,48.22771,16.364119,"Friedensbrücke, Vienna, Austria"
29,Tsutenkaku Sushi-Haus,Neubaugasse,5,405 votes,sushi,€21 - €40,€€,https://www.google.com/maps/search/?api=1&query=31.+Tsutenkaku+Sushi-Haus%2C+Neubaugasse%2C+Vienna,48.1993161,16.3526723,"Neubaugasse, Vienna, Austria"
30,Restaurant Léontine,Stadtpark,5,377 votes,restaurant,€13 - €34,€€,https://www.google.com/maps/search/?api=1&query=32.+Restaurant+L%C3%A9ontine%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
31,Lebenbauer,Herrengasse,5,1600 votes,vegetarian,€15 - €30,€€€,https://www.google.com/maps/search/?api=1&query=33.+Lebenbauer%2C+Herrengasse%2C+Vienna,48.209398,16.3656353,"Herrengasse, Vienna, Austria"
32,Wiener Wiazhaus,Taubstummengasse,5,4670 votes,austrian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=34.+Wiener+Wiazhaus%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
33,Veranda Brasserie & Bar,Volkstheater,5,804 votes,austrian,€29 - €79,€€€,https://www.google.com/maps/search/?api=1&query=35.+Veranda+Brasserie+%26+Bar%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
34,Gergely's,Pilgramgasse,5,861 votes,restaurant,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=36.+Gergely%27s%2C+Pilgramgasse%2C+Vienna,48.1921283,16.3542814,"Pilgramgasse, Vienna, Austria"
35,Landstein,Kardinal-Nagl-Platz,5,1003 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=37.+Landstein%2C+Kardinal-Nagl-Platz%2C+Vienna,48.1975587,16.3998831,"Kardinal-Nagl-Platz, Vienna, Austria"
36,Senhor Vinho - Das portugiesische Restaurant in Wien.,Pilgramgasse,5,1323 votes,seafood,€21 - €40,€€,https://www.google.com/maps/search/?api=1&query=38.+Senhor+Vinho+-+Das+portugiesische+Restaurant+in+Wien.%2C+Pilgramgasse%2C+Vienna,48.1921283,16.3542814,"Pilgramgasse, Vienna, Austria"
37,Buxbaum Restaurant,Schwedenplatz,5,2063 votes,restaurant,€22 - €100,€€€,https://www.google.com/maps/search/?api=1&query=39.+Buxbaum+Restaurant%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
38,Restaurant kommod,Rathaus,5,236 votes,austrian,,€€€€,https://www.google.com/maps/search/?api=1&query=40.+Restaurant+kommod%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
39,Duspara,Südtiroler Platz-Hauptbahnhof,5,505 votes,austrian,€21 - €40,€€,https://www.google.com/maps/search/?api=1&query=41.+Duspara%2C+S%C3%BCdtiroler+Platz-Hauptbahnhof%2C+Vienna,48.187103,16.3734414,"Südtiroler Platz-Hauptbahnhof, Vienna, Austria"
40,Restaurant Konstantin Filippou,Schwedenplatz,5,2031 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=42.+Restaurant+Konstantin+Filippou%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
41,fischerie,Nestroyplatz,5,484 votes,seafood,€16 - €45,€€,https://www.google.com/maps/search/?api=1&query=43.+fischerie%2C+Nestroyplatz%2C+Vienna,48.2153104,16.3855453,"Nestroyplatz, Vienna, Austria"
42,Konoba Restaurant,Thaliastraße,5,1795 votes,seafood,€19 - €26,€€,https://www.google.com/maps/search/?api=1&query=44.+Konoba+Restaurant%2C+Thaliastra%C3%9Fe%2C+Vienna,48.2078001,16.3380073,"Thaliastraße, Vienna, Austria"
43,Ethiopian Restaurant - Cafe Lalibela,Währinger Straße-Volksoper,5,1367 votes,cafe,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=45.+Ethiopian+Restaurant+-+Cafe+Lalibela%2C+W%C3%A4hringer+Stra%C3%9Fe-Volksoper%2C+Vienna,48.2255878,16.3495046,"Währinger Straße-Volksoper, Vienna, Austria"
44,Asiatisches Restaurant L 421,Hütteldorf,5,507 votes,asian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=46.+Asiatisches+Restaurant+L+421%2C+H%C3%BCtteldorf%2C+Vienna,48.2018182,16.2589955,"Hütteldorf, Vienna, Austria"
45,Hemmers,Landstraße,5,757 votes,italian,€20 - €40,€€,https://www.google.com/maps/search/?api=1&query=47.+Hemmers%2C+Landstra%C3%9Fe%2C+Vienna,48.2057092,16.3878077,"Hemmers, Landstraße, Vienna, Austria"
46,[aend],Margaretengürtel,5,700 votes,restaurant,,€€€€,https://www.google.com/maps/search/?api=1&query=48.+%5Baend%5D%2C+Margareteng%C3%BCrtel%2C+Vienna,48.1884883,16.3430303,"Margaretengürtel, Vienna, Austria"
47,Freyenstein,Michelbeuern-AKH,5,366 votes,restaurant,,€€,https://www.google.com/maps/search/?api=1&query=49.+Freyenstein%2C+Michelbeuern-AKH%2C+Vienna,48.2211652,16.3441586,"Michelbeuern-AKH, Vienna, Austria"
48,Fabios,Stephansplatz,5,5970 votes,italian,,€€€,https://www.google.com/maps/search/?api=1&query=50.+Fabios%2C+Stephansplatz%2C+Vienna,48.2080838,16.3715166,"Stephansplatz, Vienna, Austria"
49,Chinacy,Stephansplatz,5,4075 votes,chinese,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=51.+Chinacy%2C+Stephansplatz%2C+Vienna,48.2080838,16.3715166,"Stephansplatz, Vienna, Austria"
50,Fischrestaurant Ragusa,Schottentor,5,554 votes,seafood,€11 - €20,€€,https://www.google.com/maps/search/?api=1&query=52.+Fischrestaurant+Ragusa%2C+Schottentor%2C+Vienna,48.2150535,16.3629074,"Schottentor, Vienna, Austria"
51,Café Restaurant Markt58,Nußdorfer Straße,5,626 votes,restaurant,€9 - €22,€€,https://www.google.com/maps/search/?api=1&query=53.+Caf%C3%A9+Restaurant+Markt58%2C+Nu%C3%9Fdorfer+Stra%C3%9Fe%2C+Vienna,48.2313284,16.3524512,"Nußdorfer Straße, Vienna, Austria"
52,Restaurant Jolly Ox,Rochusgasse,5,388 votes,bbq,€21 - €40,€€€,https://www.google.com/maps/search/?api=1&query=54.+Restaurant+Jolly+Ox%2C+Rochusgasse%2C+Vienna,48.2020851,16.3922544,"Rochusgasse, Vienna, Austria"
53,Cucina Sebastiano,Taubstummengasse,5,672 votes,italian,€21 - €40,€€€,https://www.google.com/maps/search/?api=1&query=55.+Cucina+Sebastiano%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
54,MAST Weinbistro,Friedensbrücke,5,1523 votes,restaurant,,€€,https://www.google.com/maps/search/?api=1&query=56.+MAST+Weinbistro%2C+Friedensbr%C3%BCcke%2C+Vienna,48.22771,16.364119,"Friedensbrücke, Vienna, Austria"
55,Sri Nataraja - indian Restaurant,Volkstheater,5,2992 votes,indian,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=57.+Sri+Nataraja+-+indian+Restaurant%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
56,Restaurant OPUS,Karlsplatz,5,416 votes,austrian,,€€€€,https://www.google.com/maps/search/?api=1&query=58.+Restaurant+OPUS%2C+Karlsplatz%2C+Vienna,48.2016089,16.369139,"Karlsplatz, Vienna, Austria"
57,Restaurant Zur böhmischen Kuchl,Rathaus,5,1108 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=59.+Restaurant+Zur+b%C3%B6hmischen+Kuchl%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
58,DAST Restaurant,Michelbeuern-AKH,5,376 votes,austrian,€16 - €43,€€€,https://www.google.com/maps/search/?api=1&query=60.+DAST+Restaurant%2C+Michelbeuern-AKH%2C+Vienna,48.2211652,16.3441586,"Michelbeuern-AKH, Vienna, Austria"
59,Viet Thao Restaurant,Karlsplatz,5,1768 votes,vietnamese,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=62.+Viet+Thao+Restaurant%2C+Karlsplatz%2C+Vienna,48.2016089,16.369139,"Karlsplatz, Vienna, Austria"
60,Kulinarium 7,Volkstheater,5,2001 votes,seafood,€7 - €55,€€€,https://www.google.com/maps/search/?api=1&query=63.+Kulinarium+7%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
61,Pauli Restaurant Brasserie Bar,Stadtpark,5,2894 votes,austrian,€9 - €34,€€€,https://www.google.com/maps/search/?api=1&query=64.+Pauli+Restaurant+Brasserie+Bar%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
62,Konoba Pescaria,Westbahnhof,5,1035 votes,seafood,€2 - €85,€€€,https://www.google.com/maps/search/?api=1&query=65.+Konoba+Pescaria%2C+Westbahnhof%2C+Vienna,48.1959052,16.3383872,"Westbahnhof, Vienna, Austria"
63,MINIRESTAURANT,Pilgramgasse,5,3826 votes,restaurant,€30 - €40,€€€,https://www.google.com/maps/search/?api=1&query=66.+MINIRESTAURANT%2C+Pilgramgasse%2C+Vienna,48.1921283,16.3542814,"Pilgramgasse, Vienna, Austria"
64,Entler Ein Restaurant,Taubstummengasse,5,1327 votes,restaurant,€11 - €20,€€,https://www.google.com/maps/search/?api=1&query=67.+Entler+Ein+Restaurant%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
65,Restaurant Al Borgo,Stubentor,5,3955 votes,italian,€9 - €43,€€,https://www.google.com/maps/search/?api=1&query=69.+Restaurant+Al+Borgo%2C+Stubentor%2C+Vienna,48.2069483,16.3792758,"Stubentor, Vienna, Austria"
66,Yume,Hütteldorf,5,3343 votes,sushi,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=70.+Yume%2C+H%C3%BCtteldorf%2C+Vienna,48.2016218,16.2571349,"Yume, Hütteldorf, Vienna, Austria"
67,Pizzeria Osteria da Giovanni,Volkstheater,5,2571 votes,pizzeria,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=71.+Pizzeria+Osteria+da+Giovanni%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
68,Bolena - Restaurant Weinbar Partyraum,Rathaus,5,1091 votes,italian,€9 - €22,€€,https://www.google.com/maps/search/?api=1&query=72.+Bolena+-+Restaurant+Weinbar+Partyraum%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
69,ShanghaiTan,Museumsquartier,5,3767 votes,sushi,€13 - €26,€€,https://www.google.com/maps/search/?api=1&query=73.+ShanghaiTan%2C+Museumsquartier%2C+Vienna,48.2031826,16.3593538,"Museumsquartier, Vienna, Austria"
70,MOZAIK Cafe & Restaurant Vienna,Messe-Prater,5,2236 votes,international,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=74.+MOZAIK+Cafe+%26+Restaurant+Vienna%2C+Messe-Prater%2C+Vienna,48.2177786,16.4049308,"Messe-Prater, Vienna, Austria"
71,Restaurant Chamäleon,Stephansplatz,5,1198 votes,italian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=75.+Restaurant+Cham%C3%A4leon%2C+Stephansplatz%2C+Vienna,48.2080838,16.3715166,"Stephansplatz, Vienna, Austria"
72,Heunisch & Erben,Landstraße,5,1155 votes,restaurant,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=76.+Heunisch+%26+Erben%2C+Landstra%C3%9Fe%2C+Vienna,48.2049025,16.387981,"Heunisch & Erben, Landstraße, Vienna, Austria"
73,Restaurant Wiener Wirtschaft,Taubstummengasse,5,1701 votes,austrian,€20 - €40,€€,https://www.google.com/maps/search/?api=1&query=77.+Restaurant+Wiener+Wirtschaft%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
74,Velobis,Johnstraße,5,630 votes,restaurant,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=78.+Velobis%2C+Johnstra%C3%9Fe%2C+Vienna,48.1928002,16.3163217,"Velobis, Johnstraße, Vienna, Austria"
75,Papaya,Volkstheater,5,693 votes,sushi,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=79.+Papaya%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
76,Stern Gasthaus Christian Werner,Simmering,5,2750 votes,austrian,€9 - €22,€€,https://www.google.com/maps/search/?api=1&query=80.+Stern+Gasthaus+Christian+Werner%2C+Simmering%2C+Vienna,48.1631086,16.4580128,"Simmering, Vienna, Austria"
77,Samran Thai Restaurant,Simmering,5,388 votes,thai,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=81.+Samran+Thai+Restaurant%2C+Simmering%2C+Vienna,48.1703134,16.4156113,"Samran Thai Restaurant, Simmering, Vienna, Austria"
78,ef16 Restaurant Weinbar,Schwedenplatz,5,6599 votes,seafood,€22 - €43,€€€,https://www.google.com/maps/search/?api=1&query=82.+ef16+Restaurant+Weinbar%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
79,Der Schwabl - das Wiener Wirtshaus,Schönbrunn,5,1537 votes,austrian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=83.+Der+Schwabl+-+das+Wiener+Wirtshaus%2C+Sch%C3%B6nbrunn%2C+Vienna,48.179311,16.3078673,"Schönbrunn, Vienna, Austria"
80,Le Salzgries,Schwedenplatz,5,783 votes,seafood,,€€€,https://www.google.com/maps/search/?api=1&query=84.+Le+Salzgries%2C+Schwedenplatz%2C+Vienna,48.2117248,16.3785895,"Schwedenplatz, Vienna, Austria"
81,Kutschker 44,Währinger Straße-Volksoper,5,470 votes,international,,€€€,https://www.google.com/maps/search/?api=1&query=85.+Kutschker+44%2C+W%C3%A4hringer+Stra%C3%9Fe-Volksoper%2C+Vienna,48.2255878,16.3495046,"Währinger Straße-Volksoper, Vienna, Austria"
82,Marks,Thaliastraße,5,1949 votes,austrian,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=86.+Marks%2C+Thaliastra%C3%9Fe%2C+Vienna,48.2078001,16.3380073,"Thaliastraße, Vienna, Austria"
83,Restaurant Sakai,Rathaus,5,706 votes,sushi,,€€€,https://www.google.com/maps/search/?api=1&query=87.+Restaurant+Sakai%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
84,Porzellan Lounge,Roßauer Lände,5,700 votes,austrian,€11 - €20,€€,https://www.google.com/maps/search/?api=1&query=88.+Porzellan+Lounge%2C+Ro%C3%9Fauer+L%C3%A4nde%2C+Vienna,48.2223375,16.3675722,"Roßauer Lände, Vienna, Austria"
85,Om Namo,Pilgramgasse,5,1495 votes,indian,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=89.+Om+Namo%2C+Pilgramgasse%2C+Vienna,48.1921283,16.3542814,"Pilgramgasse, Vienna, Austria"
86,Pizzeria Minante,Volkstheater,5,2026 votes,pizzeria,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=90.+Pizzeria+Minante%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
87,Restaurant Wiener,Neubaugasse,5,2794 votes,restaurant,€30 - €40,€€,https://www.google.com/maps/search/?api=1&query=91.+Restaurant+Wiener%2C+Neubaugasse%2C+Vienna,48.1993161,16.3526723,"Neubaugasse, Vienna, Austria"
88,Pizzeria Giuliano,Währinger Straße-Volksoper,5,424 votes,pizzeria,€10 - €20,€€,https://www.google.com/maps/search/?api=1&query=92.+Pizzeria+Giuliano%2C+W%C3%A4hringer+Stra%C3%9Fe-Volksoper%2C+Vienna,48.2255878,16.3495046,"Währinger Straße-Volksoper, Vienna, Austria"
89,Restaurant Königshofer,Schottentor,5,410 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=93.+Restaurant+K%C3%B6nigshofer%2C+Schottentor%2C+Vienna,48.2150535,16.3629074,"Schottentor, Vienna, Austria"
90,Sha Guo,Taubstummengasse,5,1602 votes,sushi,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=94.+Sha+Guo%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
91,Bierosophie,Schweglerstraße,5,1408 votes,vegetarian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=96.+Bierosophie%2C+Schweglerstra%C3%9Fe%2C+Vienna,48.1976875,16.3286297,"Schweglerstraße, Vienna, Austria"
92,Aroi Thai Restaurant,Zieglergasse,5,1977 votes,thai,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=97.+Aroi+Thai+Restaurant%2C+Zieglergasse%2C+Vienna,48.197145,16.3462979,"Zieglergasse, Vienna, Austria"
93,Restaurant Tancredi,Taubstummengasse,5,769 votes,international,€13 - €52,€€,https://www.google.com/maps/search/?api=1&query=98.+Restaurant+Tancredi%2C+Taubstummengasse%2C+Vienna,48.1936873,16.3704158,"Taubstummengasse, Vienna, Austria"
94,Restaurant Fuhrmann - Aus Liebe zum Genuss,Rathaus,5,302 votes,austrian,€38 - €79,€€€€,https://www.google.com/maps/search/?api=1&query=99.+Restaurant+Fuhrmann+-+Aus+Liebe+zum+Genuss%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
95,Casino Restaurant Wien,Stephansplatz,5,783 votes,german,,€€€€,https://www.google.com/maps/search/?api=1&query=100.+Casino+Restaurant+Wien%2C+Stephansplatz%2C+Vienna,48.2080838,16.3715166,"Stephansplatz, Vienna, Austria"
96,Bahur Tov,Taborstraße,5,1406 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=101.+Bahur+Tov%2C+Taborstra%C3%9Fe%2C+Vienna,48.2165769,16.3805363,"Bahur Tov, Taborstraße, Vienna, Austria"
97,Restaurant Stella Marina,Kettenbrückengasse,5,677 votes,italian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=102.+Restaurant+Stella+Marina%2C+Kettenbr%C3%BCckengasse%2C+Vienna,48.1966328,16.358092,"Kettenbrückengasse, Vienna, Austria"
98,Ristorante La Tavolozza,Rathaus,5,1351 votes,pizzeria,€21 - €40,€€,https://www.google.com/maps/search/?api=1&query=103.+Ristorante+La+Tavolozza%2C+Rathaus%2C+Vienna,48.2108257,16.3565728,"Rathaus, Vienna, Austria"
99,Restaurant Herzig,Johnstraße,5,280 votes,other,,€€€€,https://www.google.com/maps/search/?api=1&query=104.+Restaurant+Herzig%2C+Johnstra%C3%9Fe%2C+Vienna,48.197629,16.3202537,"Johnstraße, Vienna, Austria"
100,CHEZ BERNARD Restaurant et Bar,Neubaugasse,5,1684 votes,restaurant,€20 - €50,€€€,https://www.google.com/maps/search/?api=1&query=105.+CHEZ+BERNARD+Restaurant+et+Bar%2C+Neubaugasse%2C+Vienna,48.1993161,16.3526723,"Neubaugasse, Vienna, Austria"
101,Bar Pronto da Salvo,Stephansplatz,5,502 votes,italian,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=106.+Bar+Pronto+da+Salvo%2C+Stephansplatz%2C+Vienna,48.2080838,16.3715166,"Stephansplatz, Vienna, Austria"
102,Zu ebener Erde und erster Stock,Volkstheater,5,2809 votes,austrian,€9 - €23,€€,https://www.google.com/maps/search/?api=1&query=107.+Zu+ebener+Erde+und+erster+Stock%2C+Volkstheater%2C+Vienna,48.2052001,16.3569913,"Volkstheater, Vienna, Austria"
103,Mono Sushi Bar,Zieglergasse,5,1036 votes,sushi,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=108.+Mono+Sushi+Bar%2C+Zieglergasse%2C+Vienna,48.197145,16.3462979,"Zieglergasse, Vienna, Austria"
104,Mythos Restaurant,Zieglergasse,5,2660 votes,restaurant,€20 - €30,€€,https://www.google.com/maps/search/?api=1&query=109.+Mythos+Restaurant%2C+Zieglergasse%2C+Vienna,48.197145,16.3462979,"Zieglergasse, Vienna, Austria"
105,Huber's,Stadtpark,5,970 votes,restaurant,,€€,https://www.google.com/maps/search/?api=1&query=110.+Huber%27s%2C+Stadtpark%2C+Vienna,48.2047673,16.3796777,"Stadtpark, Vienna, Austria"
